TEXTURE AT STRAIN =    0.0500
   1.089   1.157   0.776  <-- length of phase ellipsoid axes
  -58.09    2.65 -168.82  <-- Euler angles (deg) of phase ellipsoid axes
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
  138.52   25.24 -138.68   0.0003500
