TEXTURE AT STRAIN =    0.7500
   1.178   1.296   0.651  <-- length of phase ellipsoid axes
  110.02    2.40  -80.22  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
  120.43  100.08 -137.40   0.0016500
