TEXTURE AT STRAIN =    0.3000
   1.025   1.028   0.948  <-- length of phase ellipsoid axes
  103.09   16.27 -129.00  <-- Euler angles (deg) of phase ellipsoid axes
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
   95.07  145.31 -105.15   0.0016500
