TEXTURE AT STRAIN =    0.5500
   2.705   2.778   0.111  <-- length of phase ellipsoid axes
  -69.36    0.98 -166.38  <-- Euler angles (deg) of phase ellipsoid axes
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
  172.84   92.17 -178.48   0.0003500
