TEXTURE AT STRAIN =    0.8000
   1.176   1.268   0.667  <-- length of phase ellipsoid axes
 -147.86    1.54  173.99  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
  114.59  127.36 -101.42   0.0016500
