TEXTURE AT STRAIN =    0.4500
   1.045   1.126   0.849  <-- length of phase ellipsoid axes
  160.03    3.28 -133.50  <-- Euler angles (deg) of phase ellipsoid axes
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
  114.80  118.32 -107.30   0.0016500
