TEXTURE AT STRAIN =    0.6500
   2.775   2.805   0.105  <-- length of phase ellipsoid axes
   -9.54    0.28    0.00  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
  141.41   51.94 -138.75   0.0003500
