TEXTURE AT STRAIN =    0.1500
   1.355   1.539   0.444  <-- length of phase ellipsoid axes
  -71.14    2.15 -162.18  <-- Euler angles (deg) of phase ellipsoid axes
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
  174.66   29.81 -178.51   0.0003500
