TEXTURE AT STRAIN =    0.2500
   1.001   1.075   0.929  <-- length of phase ellipsoid axes
  149.59    4.96 -108.53  <-- Euler angles (deg) of phase ellipsoid axes
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
