TEXTURE AT STRAIN =    0.6000
   1.089   1.243   0.736  <-- length of phase ellipsoid axes
  152.28    1.31 -111.25  <-- Euler angles (deg) of phase ellipsoid axes
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
  131.04   92.89 -102.95   0.0016500
