TEXTURE AT STRAIN =    0.4000
   1.022   1.140   0.857  <-- length of phase ellipsoid axes
  152.89    3.07 -111.82  <-- Euler angles (deg) of phase ellipsoid axes
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
  130.99   94.32 -108.39   0.0016500
