TEXTURE AT STRAIN =    0.3500
   1.011   1.117   0.884  <-- length of phase ellipsoid axes
  151.08    3.75 -110.00  <-- Euler angles (deg) of phase ellipsoid axes
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
  130.98   94.61 -109.48   0.0016500
