  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  26.000   0.207   0.206   0.412
   0.025  25.000   0.207   0.205   0.411
   0.050  19.000   0.202   0.203   0.405
   0.075  19.000   0.199   0.206   0.408
   0.100  21.000   0.199   0.213   0.418
   0.125  21.000   0.200   0.216   0.424
   0.150  23.000   0.201   0.217   0.426
   0.175  23.000   0.201   0.216   0.424
   0.200  23.000   0.199   0.213   0.418
   0.225  22.000   0.194   0.207   0.407
   0.250  21.000   0.186   0.199   0.391
   0.275  21.000   0.177   0.190   0.372
   0.300  21.000   0.167   0.179   0.351
   0.325  21.000   0.157   0.169   0.331
   0.350  23.000   0.148   0.159   0.311
   0.375  23.000   0.139   0.150   0.293
   0.400  23.000   0.132   0.142   0.277
   0.425  23.000   0.125   0.134   0.263
   0.450  23.000   0.119   0.128   0.250
   0.475  23.000   0.113   0.122   0.239
   0.500  23.000   0.108   0.117   0.229
   0.525  23.000   0.108   0.116   0.228
   0.550  23.000   0.108   0.116   0.227
   0.575  23.000   0.107   0.116   0.226
   0.600  23.000   0.107   0.115   0.225
   0.625  23.000   0.106   0.114   0.224
   0.650  23.000   0.106   0.114   0.223
   0.675  23.000   0.105   0.113   0.222
   0.700  23.000   0.105   0.113   0.221
   0.725  23.000   0.104   0.112   0.220
   0.750  23.000   0.104   0.112   0.219
   0.775  23.000   0.103   0.111   0.218
   0.800  23.000   0.103   0.111   0.217
   0.825  23.000   0.102   0.110   0.216
   0.850  23.000   0.102   0.110   0.215
   0.875  23.000   0.101   0.109   0.214
   0.900  23.000   0.101   0.109   0.213
   0.925  23.000   0.100   0.109   0.212
   0.950  23.000   0.100   0.108   0.212
   0.975  23.000   0.100   0.108   0.211
   1.000  23.000   0.100   0.108   0.211
