TEXTURE AT STRAIN =    0.8500
   1.254   1.273   0.620  <-- length of phase ellipsoid axes
  120.59    6.52 -113.00  <-- Euler angles (deg) of phase ellipsoid axes
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
  107.62  141.08 -100.28   0.0016500
