TEXTURE AT STRAIN =    0.4000
   1.043   1.085   0.883  <-- length of phase ellipsoid axes
  125.28    6.64 -108.55  <-- Euler angles (deg) of phase ellipsoid axes
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
  107.48  128.71 -107.74   0.0016500
