  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.155   0.002   0.000
   0.025   2.000   0.142   0.002   0.000
   0.050   2.000   0.134   0.002   0.000
   0.075   2.000   0.131   0.003   0.000
   0.100   3.000   0.132   0.004   0.001
   0.125   3.000   0.137   0.007   0.001
   0.150   3.000   0.146   0.015   0.004
   0.175   3.000   0.153   0.028   0.008
   0.200   3.000   0.148   0.029   0.008
   0.225   3.000   0.149   0.036   0.011
   0.250   4.000   0.157   0.051   0.016
   0.275   7.000   0.167   0.071   0.024
   0.300   7.000   0.180   0.093   0.032
   0.325   7.000   0.192   0.115   0.040
   0.350   7.000   0.203   0.135   0.046
   0.375   7.000   0.214   0.154   0.051
   0.400   7.000   0.223   0.172   0.055
   0.425   7.000   0.231   0.188   0.057
   0.450   7.000   0.238   0.203   0.058
   0.475   7.000   0.244   0.217   0.057
   0.500   7.000   0.241   0.221   0.053
   0.525   7.000   0.239   0.225   0.049
   0.550   6.000   0.236   0.229   0.045
   0.575   3.000   0.234   0.234   0.042
   0.600   3.000   0.231   0.238   0.038
   0.625   3.000   0.229   0.241   0.034
   0.650   3.000   0.227   0.245   0.031
   0.675   3.000   0.224   0.249   0.027
   0.700   3.000   0.222   0.252   0.024
   0.725   3.000   0.220   0.255   0.021
   0.750   3.000   0.217   0.258   0.019
   0.775   3.000   0.215   0.260   0.016
   0.800   3.000   0.213   0.263   0.014
   0.825   3.000   0.211   0.265   0.012
   0.850   3.000   0.209   0.266   0.010
   0.875   3.000   0.206   0.268   0.009
   0.900   3.000   0.204   0.269   0.008
   0.925   3.000   0.202   0.269   0.007
   0.950   3.000   0.199   0.270   0.006
   0.975   3.000   0.197   0.270   0.005
   1.000   3.000   0.195   0.270   0.004
