TEXTURE AT STRAIN =    0.4000
   1.889   2.758   0.166  <-- length of phase ellipsoid axes
  -57.85    1.89 -169.88  <-- Euler angles (deg) of phase ellipsoid axes
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
  133.52   54.54 -135.53   0.0003500
