TEXTURE AT STRAIN =    0.3500
   2.023   2.452   0.172  <-- length of phase ellipsoid axes
  -50.29    1.64 -178.41  <-- Euler angles (deg) of phase ellipsoid axes
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
  136.10   54.09 -135.26   0.0003500
