TEXTURE AT STRAIN =    0.4500
   2.328   2.841   0.127  <-- length of phase ellipsoid axes
  -49.79    1.48 -179.30  <-- Euler angles (deg) of phase ellipsoid axes
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
  135.93   53.73 -134.98   0.0003500
