  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.142   0.000   0.000
   0.025   2.000   0.134   0.000   0.000
   0.050   2.000   0.133   0.000   0.000
   0.075   2.000   0.138   0.000   0.000
   0.100   2.000   0.148   0.000   0.001
   0.125   2.000   0.155   0.001   0.001
   0.150   2.000   0.157   0.001   0.002
   0.175   2.000   0.158   0.002   0.004
   0.200   2.000   0.162   0.004   0.008
   0.225   2.000   0.169   0.009   0.017
   0.250   5.000   0.178   0.016   0.031
   0.275   5.000   0.190   0.025   0.050
   0.300   6.000   0.203   0.034   0.071
   0.325   7.000   0.216   0.042   0.092
   0.350   8.000   0.229   0.049   0.111
   0.375   8.000   0.241   0.054   0.129
   0.400   8.000   0.253   0.058   0.146
   0.425   8.000   0.264   0.060   0.161
   0.450   8.000   0.274   0.061   0.176
   0.475   8.000   0.283   0.061   0.189
   0.500   6.000   0.292   0.061   0.201
   0.525   6.000   0.294   0.057   0.204
   0.550   6.000   0.297   0.053   0.207
   0.575   6.000   0.300   0.049   0.210
   0.600   7.000   0.303   0.045   0.213
   0.625   7.000   0.306   0.041   0.215
   0.650   7.000   0.309   0.037   0.217
   0.675   7.000   0.312   0.033   0.219
   0.700   7.000   0.315   0.029   0.221
   0.725   7.000   0.318   0.026   0.223
   0.750   7.000   0.321   0.023   0.224
   0.775   7.000   0.324   0.020   0.225
   0.800   7.000   0.327   0.017   0.226
   0.825   6.000   0.330   0.015   0.227
   0.850   6.000   0.332   0.012   0.227
   0.875   6.000   0.334   0.011   0.228
   0.900   6.000   0.336   0.009   0.228
   0.925   6.000   0.338   0.007   0.228
   0.950   6.000   0.340   0.006   0.229
   0.975   6.000   0.342   0.005   0.229
   1.000   6.000   0.343   0.004   0.229
