TEXTURE AT STRAIN =    0.5000
   1.052   1.167   0.813  <-- length of phase ellipsoid axes
  136.04    4.86 -102.87  <-- Euler angles (deg) of phase ellipsoid axes
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
  122.79  103.52 -106.26   0.0016500
