  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   1.000   0.148   0.000   0.000
   0.025   2.000   0.139   0.000   0.000
   0.050   2.000   0.139   0.000   0.000
   0.075   2.000   0.144   0.000   0.000
   0.100   2.000   0.153   0.001   0.001
   0.125   2.000   0.157   0.001   0.001
   0.150   2.000   0.156   0.001   0.002
   0.175   2.000   0.157   0.002   0.004
   0.200   2.000   0.160   0.005   0.008
   0.225   3.000   0.167   0.010   0.017
   0.250   5.000   0.177   0.017   0.031
   0.275   5.000   0.189   0.026   0.049
   0.300   7.000   0.203   0.035   0.069
   0.325   7.000   0.217   0.043   0.089
   0.350   7.000   0.231   0.050   0.107
   0.375   7.000   0.244   0.055   0.124
   0.400   7.000   0.257   0.059   0.139
   0.425   7.000   0.269   0.062   0.153
   0.450   7.000   0.280   0.064   0.166
   0.475   7.000   0.290   0.064   0.178
   0.500   7.000   0.300   0.063   0.189
   0.525   7.000   0.302   0.060   0.191
   0.550   7.000   0.304   0.056   0.193
   0.575   7.000   0.307   0.052   0.196
   0.600   7.000   0.309   0.049   0.198
   0.625   7.000   0.311   0.045   0.200
   0.650   7.000   0.314   0.041   0.203
   0.675   7.000   0.316   0.038   0.205
   0.700   7.000   0.318   0.034   0.207
   0.725   7.000   0.320   0.031   0.209
   0.750   7.000   0.323   0.027   0.211
   0.775   7.000   0.325   0.024   0.213
   0.800   7.000   0.327   0.022   0.215
   0.825   7.000   0.329   0.019   0.217
   0.850   7.000   0.331   0.016   0.218
   0.875   7.000   0.333   0.014   0.220
   0.900   7.000   0.335   0.012   0.221
   0.925   6.000   0.336   0.010   0.222
   0.950   6.000   0.338   0.009   0.224
   0.975   6.000   0.339   0.007   0.225
   1.000   6.000   0.341   0.006   0.225
