TEXTURE AT STRAIN =    0.5500
   1.120   1.124   0.789  <-- length of phase ellipsoid axes
  111.20   11.30 -142.22  <-- Euler angles (deg) of phase ellipsoid axes
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
  100.74  142.54 -103.89   0.0016500
