  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  26.000   0.236   0.239   0.476
   0.025  27.000   0.236   0.244   0.483
   0.050  30.000   0.234   0.248   0.488
   0.075  28.000   0.231   0.249   0.487
   0.100  27.000   0.228   0.247   0.483
   0.125  28.000   0.223   0.242   0.472
   0.150  28.000   0.215   0.233   0.456
   0.175  28.000   0.204   0.222   0.434
   0.200  26.000   0.192   0.207   0.406
   0.225  28.000   0.177   0.191   0.374
   0.250  29.000   0.163   0.174   0.341
   0.275  30.000   0.149   0.157   0.309
   0.300  27.000   0.137   0.142   0.281
   0.325  27.000   0.128   0.130   0.259
   0.350  26.000   0.121   0.122   0.244
   0.375  24.000   0.116   0.118   0.235
   0.400  27.000   0.113   0.115   0.229
   0.425  26.000   0.112   0.113   0.225
   0.450  27.000   0.112   0.111   0.222
   0.475  28.000   0.112   0.110   0.221
   0.500  28.000   0.114   0.110   0.222
   0.525  29.000   0.115   0.111   0.224
   0.550  30.000   0.117   0.112   0.226
   0.575  30.000   0.119   0.113   0.229
   0.600  28.000   0.121   0.113   0.231
   0.625  28.000   0.122   0.114   0.233
   0.650  27.000   0.124   0.115   0.236
   0.675  27.000   0.126   0.116   0.238
   0.700  28.000   0.127   0.117   0.240
   0.725  28.000   0.129   0.119   0.243
   0.750  29.000   0.130   0.120   0.246
   0.775  29.000   0.131   0.121   0.249
   0.800  29.000   0.133   0.123   0.252
   0.825  30.000   0.134   0.125   0.254
   0.850  30.000   0.135   0.126   0.257
   0.875  29.000   0.135   0.128   0.260
   0.900  29.000   0.136   0.130   0.263
   0.925  30.000   0.136   0.132   0.266
   0.950  28.000   0.136   0.134   0.269
   0.975  27.000   0.135   0.136   0.271
   1.000  28.000   0.135   0.138   0.274
