TEXTURE AT STRAIN =    1.0000
   2.719   2.754   0.110  <-- length of phase ellipsoid axes
  140.02   78.87 -149.74  <-- Euler angles (deg) of phase ellipsoid axes
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
  145.27   27.13 -142.76   0.0003500
