  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.113   0.001   0.000
   0.025   2.000   0.100   0.001   0.000
   0.050   2.000   0.093   0.001   0.000
   0.075   2.000   0.091   0.001   0.000
   0.100   2.000   0.094   0.002   0.000
   0.125   2.000   0.100   0.003   0.001
   0.150   3.000   0.110   0.007   0.001
   0.175   3.000   0.121   0.015   0.003
   0.200   4.000   0.134   0.033   0.007
   0.225   4.000   0.150   0.061   0.014
   0.250   6.000   0.169   0.095   0.023
   0.275   6.000   0.189   0.133   0.033
   0.300   6.000   0.210   0.172   0.043
   0.325   6.000   0.228   0.211   0.053
   0.350   6.000   0.240   0.241   0.060
   0.375   5.000   0.247   0.260   0.062
   0.400   5.000   0.253   0.275   0.061
   0.425   5.000   0.258   0.288   0.059
   0.450   6.000   0.263   0.299   0.055
   0.475   6.000   0.263   0.307   0.050
   0.500   6.000   0.258   0.311   0.045
   0.525   6.000   0.253   0.314   0.039
   0.550   5.000   0.244   0.311   0.033
   0.575   4.000   0.236   0.306   0.028
   0.600   4.000   0.228   0.301   0.024
   0.625   4.000   0.222   0.296   0.020
   0.650   4.000   0.216   0.292   0.017
   0.675   4.000   0.212   0.289   0.014
   0.700   4.000   0.209   0.287   0.012
   0.725   4.000   0.206   0.285   0.010
   0.750   4.000   0.204   0.283   0.009
   0.775   4.000   0.203   0.282   0.007
   0.800   4.000   0.201   0.281   0.006
   0.825   4.000   0.199   0.281   0.005
   0.850   4.000   0.198   0.280   0.005
   0.875   4.000   0.196   0.280   0.004
   0.900   4.000   0.194   0.279   0.004
   0.925   4.000   0.193   0.279   0.003
   0.950   4.000   0.191   0.278   0.003
   0.975   4.000   0.189   0.278   0.003
   1.000   4.000   0.186   0.277   0.003
