  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  23.000   0.213   0.210   0.421
   0.025  23.000   0.216   0.213   0.427
   0.050  23.000   0.217   0.215   0.430
   0.075  23.000   0.215   0.215   0.430
   0.100  24.000   0.213   0.214   0.428
   0.125  24.000   0.209   0.212   0.423
   0.150  22.000   0.205   0.209   0.415
   0.175  22.000   0.199   0.203   0.404
   0.200  22.000   0.191   0.196   0.389
   0.225  22.000   0.182   0.187   0.370
   0.250  23.000   0.172   0.176   0.350
   0.275  23.000   0.161   0.165   0.328
   0.300  22.000   0.150   0.155   0.307
   0.325  22.000   0.141   0.145   0.288
   0.350  22.000   0.132   0.136   0.270
   0.375  22.000   0.124   0.129   0.255
   0.400  21.000   0.117   0.122   0.241
   0.425  19.000   0.111   0.116   0.229
   0.450  18.000   0.106   0.110   0.218
   0.475  18.000   0.102   0.106   0.210
   0.500  17.000   0.099   0.103   0.203
   0.525  16.000   0.096   0.100   0.198
   0.550  17.000   0.097   0.101   0.201
   0.575  18.000   0.100   0.105   0.207
   0.600  19.000   0.104   0.109   0.215
   0.625  19.000   0.108   0.113   0.223
   0.650  19.000   0.110   0.116   0.229
   0.675  19.000   0.113   0.119   0.235
   0.700  21.000   0.114   0.122   0.239
   0.725  23.000   0.116   0.124   0.243
   0.750  23.000   0.117   0.125   0.246
   0.775  23.000   0.118   0.127   0.248
   0.800  23.000   0.118   0.128   0.251
   0.825  23.000   0.119   0.129   0.253
   0.850  21.000   0.120   0.130   0.254
   0.875  21.000   0.120   0.131   0.256
   0.900  21.000   0.121   0.132   0.258
   0.925  21.000   0.122   0.133   0.259
   0.950  21.000   0.122   0.133   0.260
   0.975  21.000   0.123   0.134   0.262
   1.000  21.000   0.124   0.135   0.263
