TEXTURE AT STRAIN =    0.8000
   2.097   3.254   0.126  <-- length of phase ellipsoid axes
  -59.33    1.14 -169.21  <-- Euler angles (deg) of phase ellipsoid axes
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
  125.21   55.58 -135.17   0.0003500
