  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  20.000   0.191   0.199   0.394
   0.025  20.000   0.194   0.205   0.403
   0.050  21.000   0.197   0.208   0.410
   0.075  21.000   0.198   0.211   0.414
   0.100  21.000   0.199   0.212   0.417
   0.125  21.000   0.200   0.212   0.417
   0.150  21.000   0.199   0.211   0.415
   0.175  21.000   0.198   0.208   0.411
   0.200  21.000   0.195   0.205   0.404
   0.225  21.000   0.190   0.199   0.393
   0.250  21.000   0.183   0.191   0.378
   0.275  21.000   0.174   0.182   0.359
   0.300  21.000   0.164   0.172   0.338
   0.325  21.000   0.153   0.161   0.318
   0.350  21.000   0.144   0.152   0.299
   0.375  21.000   0.135   0.144   0.282
   0.400  21.000   0.128   0.136   0.267
   0.425  21.000   0.121   0.129   0.253
   0.450  22.000   0.115   0.123   0.242
   0.475  23.000   0.110   0.118   0.231
   0.500  23.000   0.105   0.113   0.222
   0.525  23.000   0.101   0.109   0.213
   0.550  23.000   0.097   0.105   0.206
   0.575  23.000   0.098   0.105   0.206
   0.600  23.000   0.098   0.105   0.206
   0.625  23.000   0.098   0.105   0.206
   0.650  23.000   0.098   0.105   0.206
   0.675  23.000   0.098   0.105   0.206
   0.700  23.000   0.098   0.105   0.206
   0.725  23.000   0.098   0.105   0.206
   0.750  23.000   0.098   0.105   0.206
   0.775  23.000   0.098   0.105   0.206
   0.800  23.000   0.098   0.105   0.206
   0.825  23.000   0.098   0.105   0.206
   0.850  23.000   0.098   0.105   0.206
   0.875  23.000   0.098   0.105   0.206
   0.900  23.000   0.098   0.105   0.206
   0.925  23.000   0.098   0.105   0.206
   0.950  23.000   0.098   0.105   0.206
   0.975  23.000   0.098   0.105   0.206
   1.000  23.000   0.098   0.105   0.206
