  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  29.000   0.220   0.223   0.444
   0.025  29.000   0.224   0.225   0.450
   0.050  29.000   0.227   0.226   0.453
   0.075  29.000   0.228   0.226   0.453
   0.100  29.000   0.228   0.225   0.451
   0.125  29.000   0.227   0.222   0.447
   0.150  29.000   0.224   0.218   0.440
   0.175  29.000   0.219   0.212   0.429
   0.200  28.000   0.212   0.204   0.412
   0.225  28.000   0.202   0.191   0.388
   0.250  29.000   0.188   0.176   0.360
   0.275  29.000   0.173   0.161   0.329
   0.300  27.000   0.157   0.145   0.297
   0.325  27.000   0.139   0.129   0.264
   0.350  26.000   0.120   0.115   0.233
   0.375  21.000   0.103   0.102   0.205
   0.400  22.000   0.095   0.094   0.188
   0.425  24.000   0.090   0.089   0.178
   0.450  22.000   0.087   0.085   0.171
   0.475  21.000   0.084   0.082   0.165
   0.500  21.000   0.081   0.079   0.159
   0.525  24.000   0.080   0.080   0.160
   0.550  26.000   0.080   0.080   0.161
   0.575  27.000   0.080   0.081   0.162
   0.600  27.000   0.080   0.082   0.163
   0.625  26.000   0.080   0.083   0.165
   0.650  26.000   0.081   0.085   0.167
   0.675  26.000   0.081   0.086   0.168
   0.700  27.000   0.081   0.087   0.170
   0.725  27.000   0.081   0.088   0.172
   0.750  28.000   0.082   0.088   0.173
   0.775  27.000   0.082   0.089   0.174
   0.800  27.000   0.082   0.089   0.175
   0.825  28.000   0.083   0.090   0.175
   0.850  28.000   0.083   0.090   0.176
   0.875  27.000   0.083   0.090   0.176
   0.900  27.000   0.084   0.090   0.176
   0.925  26.000   0.084   0.089   0.176
   0.950  26.000   0.084   0.089   0.176
   0.975  26.000   0.085   0.089   0.175
   1.000  26.000   0.085   0.088   0.175
