TEXTURE AT STRAIN =    0.8500
   2.100   3.281   0.125  <-- length of phase ellipsoid axes
  -54.34    1.28 -174.96  <-- Euler angles (deg) of phase ellipsoid axes
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
