TEXTURE AT STRAIN =    0.8000
   2.100   3.281   0.125  <-- length of phase ellipsoid axes
  -54.44    1.33 -174.84  <-- Euler angles (deg) of phase ellipsoid axes
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
