  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  22.000   0.198   0.202   0.402
   0.025  22.000   0.200   0.207   0.410
   0.050  21.000   0.201   0.210   0.415
   0.075  21.000   0.202   0.212   0.418
   0.100  21.000   0.202   0.213   0.419
   0.125  21.000   0.201   0.212   0.418
   0.150  21.000   0.200   0.210   0.415
   0.175  21.000   0.198   0.208   0.410
   0.200  21.000   0.195   0.204   0.402
   0.225  21.000   0.190   0.198   0.391
   0.250  21.000   0.182   0.190   0.375
   0.275  21.000   0.172   0.180   0.356
   0.300  21.000   0.162   0.170   0.335
   0.325  21.000   0.151   0.160   0.314
   0.350  21.000   0.142   0.150   0.295
   0.375  21.000   0.133   0.141   0.278
   0.400  21.000   0.125   0.134   0.263
   0.425  23.000   0.119   0.127   0.249
   0.450  23.000   0.113   0.121   0.238
   0.475  23.000   0.108   0.116   0.227
   0.500  23.000   0.103   0.111   0.218
   0.525  23.000   0.099   0.107   0.210
   0.550  23.000   0.099   0.107   0.210
   0.575  23.000   0.100   0.107   0.210
   0.600  23.000   0.100   0.108   0.211
   0.625  23.000   0.100   0.108   0.211
   0.650  23.000   0.100   0.108   0.211
   0.675  23.000   0.100   0.108   0.211
   0.700  23.000   0.100   0.108   0.211
   0.725  23.000   0.100   0.108   0.211
   0.750  23.000   0.100   0.108   0.211
   0.775  23.000   0.100   0.108   0.211
   0.800  23.000   0.100   0.108   0.211
   0.825  23.000   0.100   0.108   0.211
   0.850  23.000   0.100   0.108   0.211
   0.875  23.000   0.100   0.108   0.211
   0.900  23.000   0.100   0.108   0.211
   0.925  23.000   0.100   0.108   0.211
   0.950  23.000   0.100   0.108   0.211
   0.975  23.000   0.100   0.108   0.211
   1.000  23.000   0.100   0.108   0.211
