  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   3.000   0.098   0.008   0.000
   0.025   2.000   0.094   0.010   0.000
   0.050   2.000   0.080   0.008   0.000
   0.075   2.000   0.071   0.007   0.000
   0.100   3.000   0.069   0.007   0.000
   0.125   3.000   0.070   0.010   0.000
   0.150   3.000   0.074   0.017   0.001
   0.175   4.000   0.080   0.029   0.001
   0.200   4.000   0.088   0.049   0.002
   0.225   4.000   0.100   0.074   0.003
   0.250   4.000   0.113   0.103   0.004
   0.275   4.000   0.127   0.132   0.005
   0.300   4.000   0.140   0.160   0.006
   0.325   4.000   0.154   0.186   0.007
   0.350   4.000   0.166   0.209   0.007
   0.375   4.000   0.177   0.230   0.007
   0.400   4.000   0.187   0.248   0.007
   0.425   4.000   0.197   0.265   0.007
   0.450   4.000   0.205   0.279   0.006
   0.475   4.000   0.212   0.292   0.006
   0.500   4.000   0.210   0.292   0.005
   0.525   4.000   0.209   0.291   0.005
   0.550   4.000   0.206   0.290   0.004
   0.575   4.000   0.204   0.289   0.004
   0.600   4.000   0.202   0.288   0.004
   0.625   4.000   0.200   0.287   0.004
   0.650   4.000   0.197   0.286   0.004
   0.675   4.000   0.195   0.284   0.004
   0.700   4.000   0.193   0.283   0.004
   0.725   4.000   0.190   0.281   0.004
   0.750   4.000   0.188   0.279   0.004
   0.775   4.000   0.185   0.278   0.005
   0.800   4.000   0.183   0.276   0.005
   0.825   4.000   0.181   0.274   0.006
   0.850   4.000   0.178   0.273   0.006
   0.875   4.000   0.176   0.271   0.007
   0.900   4.000   0.174   0.269   0.008
   0.925   4.000   0.171   0.268   0.008
   0.950   4.000   0.169   0.266   0.009
   0.975   4.000   0.167   0.264   0.010
   1.000   4.000   0.165   0.263   0.011
