TEXTURE AT STRAIN =    0.9000
   1.244   1.297   0.616  <-- length of phase ellipsoid axes
    7.57   11.28   -1.20  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
  179.03   30.58 -132.51   0.0016500
