  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  21.000   0.175   0.181   0.359
   0.025  23.000   0.179   0.183   0.364
   0.050  26.000   0.185   0.192   0.380
   0.075  25.000   0.187   0.199   0.391
   0.100  25.000   0.186   0.201   0.394
   0.125  26.000   0.184   0.200   0.391
   0.150  27.000   0.181   0.197   0.384
   0.175  27.000   0.175   0.191   0.373
   0.200  27.000   0.168   0.183   0.357
   0.225  28.000   0.158   0.172   0.336
   0.250  28.000   0.146   0.160   0.312
   0.275  28.000   0.135   0.147   0.288
   0.300  28.000   0.125   0.136   0.265
   0.325  28.000   0.115   0.126   0.246
   0.350  28.000   0.107   0.117   0.228
   0.375  28.000   0.100   0.109   0.213
   0.400  28.000   0.094   0.103   0.200
   0.425  28.000   0.089   0.097   0.189
   0.450  28.000   0.084   0.092   0.179
   0.475  28.000   0.080   0.087   0.171
   0.500  28.000   0.077   0.083   0.163
   0.525  28.000   0.074   0.080   0.156
   0.550  28.000   0.071   0.077   0.150
   0.575  28.000   0.071   0.077   0.150
   0.600  28.000   0.070   0.077   0.150
   0.625  28.000   0.070   0.076   0.149
   0.650  28.000   0.070   0.076   0.149
   0.675  28.000   0.070   0.076   0.149
   0.700  28.000   0.070   0.076   0.148
   0.725  28.000   0.070   0.076   0.148
   0.750  28.000   0.069   0.075   0.147
   0.775  28.000   0.069   0.075   0.147
   0.800  28.000   0.069   0.075   0.147
   0.825  28.000   0.069   0.075   0.147
   0.850  28.000   0.069   0.075   0.146
   0.875  28.000   0.069   0.075   0.146
   0.900  28.000   0.069   0.075   0.146
   0.925  28.000   0.068   0.074   0.146
   0.950  28.000   0.068   0.074   0.145
   0.975  28.000   0.068   0.074   0.145
   1.000  28.000   0.068   0.074   0.145
