TEXTURE AT STRAIN =    0.4000
   1.690   2.665   0.196  <-- length of phase ellipsoid axes
  135.13    1.92   -0.31  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
  125.09    1.60 -125.53   0.0003500
