TEXTURE AT STRAIN =    0.4500
   1.074   1.077   0.863  <-- length of phase ellipsoid axes
    8.61   11.83   58.21  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
  179.67   39.13 -127.07   0.0016500
