TEXTURE AT STRAIN =    0.1500
   1.364   1.541   0.440  <-- length of phase ellipsoid axes
  -53.03    1.97 -177.61  <-- Euler angles (deg) of phase ellipsoid axes
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
  142.70   45.82 -142.57   0.0003500
