TEXTURE AT STRAIN =    0.5500
   1.096   1.127   0.808  <-- length of phase ellipsoid axes
   15.88   14.35   -2.85  <-- Euler angles (deg) of phase ellipsoid axes
B       500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
 -170.61   28.81 -126.81   0.0016500
